chromosome	start	stop	ab_initio_tx_id	Human_PB	Chimp_PB	Gorilla_PB	Orangutan_PB	Rhesus_PB	gene_id	gene_name
chr19	17669890	17670054	augPB-625.t3	0	0	0	0	196	ENSG00000099308.10	MAST3
chr19	17670296	17670478	augCGP-14020.t1	0	0	0	0	396	ENSG00000099308.10	MAST3
chr19	17672354	17672773	augPB-625.t5	0	0	0	0	60	ENSG00000099308.10	MAST3
chr19	19404432	19404528	augPB-679.t1	0	0	0	0	109	ENSG00000267581.1	AC011477.3
chr19	19405382	19405509	augPB-679.t1	0	0	0	0	117	ENSG00000267581.1	AC011477.3
chr19	19412889	19413027	augPB-679.t1	0	0	0	0	118	ENSG00000267581.1	AC011477.3
chr19	20166264	20166357	augCGP-14103.t1	0	0	0	0	90	ENSG00000118620.13	ZNF430
chr19	20177788	20177915	augPB-690.t1	0	4	7	0	96	ENSG00000118620.13	ZNF430
chr19	20178419	20178518	augPB-690.t2	0	0	0	0	69	ENSG00000118620.13	ZNF430
chr19	20178422	20178518	augPB-690.t1	0	0	0	0	18	ENSG00000118620.13	ZNF430
chr19	20335736	20335835	augPB-692.t2	6	4	5	3	27	ENSG00000196705.8	ZNF431
chr19	20685668	20685764	augPB-697.t1	0	0	0	0	143	ENSG00000197013.10	ZNF429
chr19	21004734	21004820	augPB-701.t3	0	0	0	0	26	ENSG00000198521.11	ZNF43
chr19	21017703	21017839	augPB-701.t3	0	0	0	0	18	ENSG00000198521.11	ZNF43
chr19	31038636	31038703	augPB-746.t1	0	0	0	0	1	ENSG00000267465.7	AC011525.2
chr19	34247582	34247704	augPB-785.t1	0	0	0	0	3	ENSG00000269086.3	AC008555.2
chr19	34281179	34281297	augPB-786.t1	0	0	0	0	46	ENSG00000269037.1	LINC01838
chr19	34344705	34344838	augPB-787.t1	0	0	0	3	11	ENSG00000168661.14	ZNF30
chr19	34558332	34558598	augPB-794.t3	0	0	0	0	5	ENSG00000153902.14	LGI4
chr19	35180706	35180876	augPB-825.t1	0	0	0	0	4	ENSG00000167595.15	PROSER3
chr19	35193806	35193869	augPB-826.t3	0	0	0	0	84	ENSG00000004777.18	ARHGAP33
chr19	35317658	35317762	augPB-831.t2	0	0	1	0	5	ENSG00000126264.10	HCST
chr19	35318477	35318501	augPB-831.t2	0	0	0	0	5	ENSG00000126264.10	HCST
chr19	36017950	36018093	augCGP-14241.t1	0	0	0	0	12	ENSG00000161298.18	ZNF382
chr19	36353982	36354030	augCGP-14252.t1	0	0	0	0	40	ENSG00000198453.13	ZNF568
chr19	37062486	37064810	augPB-887.t3	1	0	0	0	14	ENSG00000225868.7	AC016582.1
chr19	37062486	37065332	augPB-887.t2	0	0	0	0	48	ENSG00000225868.7	AC016582.1
chr19	37070274	37070382	augPB-887.t2	0	0	0	0	2	ENSG00000225868.7	AC016582.1
chr19	37121072	37121240	augPB-888.t3	0	0	0	0	257	ENSG00000171804.11	WDR87
chr19	37573236	37573456	augPB-896.t1	0	0	0	0	8	ENSG00000099337.5	KCNK6
chr19	37651393	37651440	augPB-901.t4	0	0	0	0	20	ENSG00000130244.12	FAM98C
chr19	37651541	37651654	augPB-901.t4	0	0	0	0	14	ENSG00000130244.12	FAM98C
chr19	38003433	38003481	augPB-907.t2	0	0	0	0	5	ENSG00000182472.9	CAPN12
chr19	38677750	38678718	augPB-931.t9	0	0	0	0	12	ENSG00000090924.15	PLEKHG2
chr19	39089043	39089615	augCGP-14340.t1	0	0	0	0	30	ENSG00000275395.6	FCGBP
chr19	39153322	39153915	augCGP-14340.t1	0	0	0	0	1	ENSG00000275395.6	FCGBP
chr19	39432557	39432737	augPB-953.t3	0	0	0	0	2	ENSG00000105219.10	CNTD2
chr19	39527119	39527468	augPB-955.t1	0	1	0	0	77	ENSG00000160392.13	C19orf47
chr19	39530794	39530944	augPB-955.t1	1	0	2	3	38	ENSG00000160392.13	C19orf47
chr19	41050220	41050309	augPB-999.t2	0	0	0	0	9	ENSG00000076928.17	ARHGEF1
chr19	44248189	44248348	augPB-1050.t1	0	2	3	4	43	ENSG00000131115.16	ZNF227
chr19	44263349	44263643	augPB-1050.t2	0	0	0	0	12	ENSG00000131115.16	ZNF227
chr19	45403996	45404019	augPB-1083.t6	0	0	0	0	25	ENSG00000104892.17	KLC3
chr19	45586631	45586729	augPB-1091.t1	3	1	7	6	37	ENSG00000125753.14	VASP
chr19	45587775	45587809	augPB-1091.t1	2	0	7	2	39	ENSG00000125753.14	VASP
chr19	46141008	46141160	augPB-1111.t1	0	0	0	0	19	ENSG00000204869.8	IGFL4
chr19	48159009	48159825	augPB-1157.t3	0	0	0	0	1	ENSG00000185453.13	ZSWIM9
chr19	48159009	48159955	augPB-1157.t4	0	0	0	0	1	ENSG00000185453.13	ZSWIM9
chr19	48245978	48246106	augPB-1160.t2	0	0	0	0	3	ENSG00000105483.18	CARD8
chr19	48871355	48871694	augCGP-14605.t1	0	0	0	0	354	ENSG00000104804.8	TULP2
chr19	49130244	49131516	augPB-1208.t1	0	0	0	0	2	ENSG00000130528.12	HRC
chr19	49257682	49257776	augCGP-14626.t1	0	0	0	0	422	ENSG00000063127.16	SLC6A16
chr19	49368425	49368536	augPB-1215.t1	0	0	1	0	46	ENSG00000161609.10	CCDC155
chr19	49548181	49548406	augPB-1226.t2	0	0	0	0	5	ENSG00000142546.14	NOSIP
chr19	50003877	50004117	augCGP-14671.t1	0	0	0	0	21	ENSG00000142528.16	ZNF473
chr19	50041861	50041963	augPB-1249.t2	0	0	0	0	31	ENSG00000287001.1	AC010624.5
chr19	50046477	50046604	augPB-1249.t2	0	0	0	0	34	ENSG00000287001.1	AC010624.5
chr19	50949647	50949707	augPB-1279.t3	0	0	0	0	2	ENSG00000167759.13	KLK13
chr19	50954240	50954326	augCGP-14710.t1	1	0	1	0	1	ENSG00000167759.13	KLK13
chr19	51227540	51227634	augPB-1290.t1	0	0	0	0	7	ENSG00000272714.1	AL139098.3
chr19	51227963	51228183	augPB-1290.t1	0	0	0	0	1	ENSG00000272714.1	AL139098.3
chr19	51227963	51228218	augPB-1290.t2	0	0	0	0	6	ENSG00000272714.1	AL139098.3
chr19	51230811	51230859	augPB-1290.t2	0	0	0	0	3	ENSG00000272714.1	AL139098.3
chr19	51231085	51231364	augPB-1290.t2	0	0	0	0	3	ENSG00000272714.1	AL139098.3
chr19	51231143	51231364	augPB-1290.t1	0	0	0	0	1	ENSG00000272714.1	AL139098.3
chr19	51231550	51231931	augPB-1290.t1	0	0	0	0	6	ENSG00000272714.1	AL139098.3
chr19	51736746	51736860	augCGP-14736.t1	0	0	0	0	9	ENSG00000256683.7	ZNF350
chr19	52716660	52716705	augPB-1341.t1	0	0	0	0	2	ENSG00000242779.7	ZNF702P
chr19	52889600	52889727	augPB-1343.t2	0	0	0	0	90	ENSG00000170954.11	ZNF415
chr19	52972431	52972563	augPB-1347.t2	0	0	0	0	1	ENSG00000269001.2	AC092070.2
chr19	52972434	52972563	augPB-1347.t3	0	0	3	0	1	ENSG00000269001.2	AC092070.2
chr19	53363295	53363701	augPB-1360.t1	0	0	0	0	1	ENSG00000268864.4	AC011487.2
chr19	54422353	54422476	augPB-1393.t3	0	0	0	0	12	ENSG00000104974.12	LILRA1
chr19	55651229	55651400	augPB-1439.t1	0	0	0	0	10	ENSG00000173572.11	NLRP13
chr19	55662038	55662200	augPB-1439.t1	0	0	0	0	10	ENSG00000173572.11	NLRP13
chr19	56181797	56181896	augPB-1448.t2	0	0	0	0	15	ENSG00000198440.9	ZNF583
chr19	56895007	56895084	augPB-1464.t1	0	0	0	0	11	ENSG00000267871.6	ZNF460-AS1
chr19	57050884	57050925	augPB-1472.t1	0	0	0	0	19	ENSG00000186230.7	ZNF749
chr19	57585646	57585769	augPB-1496.t1	0	0	0	0	4	ENSG00000152467.10	ZSCAN1
chr19	58064832	58064964	augPB-1520.t2	0	0	0	0	6	ENSG00000273901.1	AC012313.9
chr19_30X40_random	34777	34919	augPB-17582.t1	0	0	0	0	26	ENSG00000198251.7	CYP2A7P2
chr2	344257	344394	augCGP-9038.t1	0	10	20	11	135	ENSG00000186001.14	LRCH3
chr2	958276	958420	augPB-5766.t1	0	0	0	0	31	ENSG00000163958.14	ZDHHC19
chr2	3390221	3390307	augPB-5801.t1	0	0	0	0	1	ENSG00000233058.2	LINC00884
chr2	3392793	3392878	augPB-5801.t1	0	0	0	0	1	ENSG00000233058.2	LINC00884
chr2	3432806	3432851	augPB-5801.t2	0	0	0	1	1	ENSG00000233058.2	LINC00884
chr2	4638044	4638198	augPB-5810.t1	0	0	0	0	8	ENSG00000187527.11	ATP13A5
chr2	6299295	6299369	augPB-5817.t1	0	0	0	0	1	ENSG00000223812.8	AC073365.1
chr2	6306954	6307012	augPB-5817.t1	0	0	0	0	3	ENSG00000223812.8	AC073365.1
chr2	10660017	10660144	augPB-5834.t1	0	0	0	0	178	ENSG00000175077.6	RTP1
chr2	13330760	13330827	augPB-5844.t1	0	0	0	0	1	ENSG00000226320.6	LINC01811
chr2	25516248	25516328	augPB-5896.t1	0	0	0	0	5	ENSG00000151789.12	ZNF385D
chr2	32249118	32249302	augPB-5925.t8	0	0	1	0	38	ENSG00000206562.11	METTL6
chr2	32257518	32257609	augPB-5925.t10	0	0	0	0	1	ENSG00000206562.11	METTL6
chr2	32753021	32753051	augPB-5930.t4	0	0	0	0	1	ENSG00000172752.14	COL6A5
chr2	34738586	34738601	augPB-5943.t1	0	0	12	0	13	ENSG00000138246.17	DNAJC13
chr2	40616270	40616359	augPB-5984.t1	0	0	0	0	8	ENSG00000158220.14	ESYT3
chr2	40631401	40631663	augPB-5984.t4	0	0	0	0	13	ENSG00000158220.14	ESYT3
chr2	40631756	40631898	augPB-5984.t4	0	0	0	0	2	ENSG00000158220.14	ESYT3
chr2	43281421	43281471	augPB-6002.t1	0	0	0	0	35	ENSG00000175093.5	SPSB4
chr2	43453649	43453812	augPB-6005.t2	0	0	0	0	2	ENSG00000155893.13	PXYLP1
chr2	43454034	43454095	augPB-6005.t2	0	0	0	0	3	ENSG00000155893.13	PXYLP1
chr2	43455310	43455442	augPB-6005.t2	0	0	0	0	2	ENSG00000155893.13	PXYLP1
chr2	43717186	43717296	augPB-6007.t3	4	1	3	0	15	ENSG00000155903.13	RASA2
chr2	51390229	51390401	augPB-6048.t1	0	0	0	0	1	ENSG00000240216.7	CPHL1P
chr2	51645147	51645306	augPB-6053.t1	0	0	0	0	22	ENSG00000018408.14	WWTR1
chr2	53524537	53524762	augPB-6065.t2	1	0	0	0	19	ENSG00000144893.12	MED12L
chr2	55659556	55659609	augPB-6074.t1	0	0	0	0	5	ENSG00000238755.3	LINC02006
chr2	59345106	59345277	augPB-6093.t5	0	0	0	0	22	ENSG00000197980.13	LEKR1
chr2	60961892	60962076	augPB-6103.t1	0	0	0	0	24	ENSG00000118849.10	RARRES1
chr2	62244431	62244532	augPB-6109.t1	0	0	0	0	1	ENSG00000244040.7	IL12A-AS1
chr2	72106886	72107191	augPB-6132.t2	0	0	1	0	71	ENSG00000169064.12	ZBBX
chr2	72851492	72851575	augPB-6137.t3	1	1	1	6	234	ENSG00000173905.9	GOLIM4
chr2	73206505	73206558	augPB-6138.t1	0	0	0	0	6	ENSG00000206120.11	EGFEM1P
chr2	75905371	75905406	augPB-6158.t2	0	0	0	0	1	ENSG00000163581.14	SLC2A2
chr2	80199912	80200010	augPB-6170.t1	0	0	0	0	4	ENSG00000230292.5	NAALADL2-AS3
chr2	86765577	86765660	augPB-6194.t1	0	0	0	0	12	ENSG00000242808.9	SOX2-OT
chr2	87255799	87256007	augPB-6195.t2	0	0	0	0	57	ENSG00000242512.9	LINC01206
chr2	87749221	87749271	augPB-6197.t1	0	0	0	0	5	ENSG00000244247.2	LINC01995
chr2	87755432	87755524	augPB-6197.t1	0	0	0	0	2	ENSG00000244247.2	LINC01995
chr2	88359069	88359087	augPB-6200.t1	0	0	0	0	58	ENSG00000078070.13	MCCC1
chr2	88560318	88560410	augPB-6203.t3	0	0	0	0	28	ENSG00000053524.12	MCF2L2
chr2	89047286	89047529	augPB-6208.t1	2	2	3	2	48	ENSG00000163872.16	YEATS2
chr2	89527689	89527921	augPB-6217.t1	0	0	0	0	7	ENSG00000145198.14	VWA5B2
chr2	89535389	89535583	augPB-6217.t1	0	0	0	0	9	ENSG00000145198.14	VWA5B2
chr2	92057660	92057733	augPB-6249.t1	0	0	0	0	74	ENSG00000231382.1	NBPF21P
chr2	92058762	92058977	augPB-6249.t1	0	0	0	0	78	ENSG00000231382.1	NBPF21P
chr2	92060625	92060728	augPB-6249.t1	0	0	0	0	79	ENSG00000231382.1	NBPF21P
chr2	92431454	92431540	augPB-6254.t1	0	0	0	0	35	ENSG00000076242.15	MLH1
chr2	92619493	92619645	augPB-6256.t1	0	0	0	0	1	ENSG00000231449.1	AC097359.1
chr2	93878852	93878953	augPB-6270.t1	0	0	0	0	3	ENSG00000114739.14	ACVR2B
chr2	94008127	94008228	augCGP-9515.t1	2	0	2	1	5	ENSG00000183873.16	SCN5A
chr2	94008909	94009051	augCGP-9515.t1	2	0	2	1	4	ENSG00000183873.16	SCN5A
chr2	94318918	94319019	augPB-6274.t1	0	1	0	0	18	ENSG00000168356.12	SCN11A
chr2	94320788	94320930	augPB-6274.t1	0	1	0	0	17	ENSG00000168356.12	SCN11A
chr2	94563173	94563248	augPB-6277.t1	0	0	0	0	77	ENSG00000114745.13	GORASP1
chr2	96500477	96500582	augPB-6296.t2	0	0	0	0	8	ENSG00000172888.12	ZNF621
chr2	96502281	96502815	augPB-6296.t2	0	1	0	0	17	ENSG00000172888.12	ZNF621
chr2	98147770	98147926	augCGP-9533.t1	14	22	2	7	118	ENSG00000182606.16	TRAK1
chr2	98147770	98148121	augPB-6300.t4	4	7	5	5	26	ENSG00000182606.16	TRAK1
chr2	98598052	98598157	augPB-6307.t3	4	12	3	1	10	ENSG00000114857.18	NKTR
chr2	100174957	100175022	augPB-6322.t2	0	0	0	0	6	ENSG00000173769.4	TOPAZ1
chr2	100433012	100433136	augPB-6324.t3	0	0	0	0	34	ENSG00000185219.17	ZNF445
chr2	100433466	100433525	augPB-6324.t3	1	2	0	0	11	ENSG00000185219.17	ZNF445
chr2	100483530	100484694	augPB-6326.t3	1	0	1	0	4	ENSG00000178917.16	ZNF852
chr2	100483614	100484691	augPB-6326.t2	0	0	0	0	4	ENSG00000178917.16	ZNF852
chr2	100483614	100484694	augPB-6326.t4	0	0	0	0	4	ENSG00000178917.16	ZNF852
chr2	102421877	102421991	augPB-6357.t1	0	0	0	0	7	ENSG00000121797.10	CCRL2
chr2	102802486	102802650	augCGP-9589.t1	0	0	0	0	132	ENSG00000206549.13	AC109583.1
chr2	102804547	102804673	augCGP-9589.t1	0	0	0	0	83	ENSG00000206549.13	AC109583.1
chr2	102827774	102827935	augCGP-9591.t1	0	0	0	0	329	ENSG00000178055.13	PRSS42P
chr2	102828851	102829114	augCGP-9591.t1	0	0	0	0	176	ENSG00000178055.13	PRSS42P
chr2	102828854	102829114	augPB-6367.t2	0	0	0	0	60	ENSG00000178055.13	PRSS42P
chr2	102829458	102829615	augCGP-9591.t1	0	0	0	0	341	ENSG00000178055.13	PRSS42P
chr2	102996821	102996955	augCGP-9595.t1	0	0	0	0	1	ENSG00000160796.18	NBEAL2
chr2	103053333	103053514	augPB-6373.t1	0	0	0	0	34	ENSG00000181555.20	SETD2
chr2	103334776	103335014	augPB-6375.t4	14	1	9	2	66	ENSG00000114648.12	KLHL18
chr2	103938277	103939417	augPB-6382.t1	0	0	0	0	288	ENSG00000047849.21	MAP4
chr2	104465611	104465798	augPB-6390.t1	0	1	0	0	94	ENSG00000164050.13	PLXNB1
chr2	104517987	104518076	augPB-6392.t1	1	0	0	1	15	ENSG00000164053.21	ATRIP
chr2	104689204	104689291	augPB-6402.t2	0	0	0	0	69	ENSG00000225697.13	SLC26A6
chr2	105199626	105199849	augPB-6417.t9	1	2	1	0	47	ENSG00000172046.19	USP19
chr2	105199964	105200264	augPB-6417.t4	1	0	2	0	43	ENSG00000172046.19	USP19
chr2	105200855	105200894	augPB-6417.t13	0	0	0	0	45	ENSG00000172046.19	USP19
chr2	105200978	105201029	augPB-6417.t13	0	0	0	0	44	ENSG00000172046.19	USP19
chr2	106025389	106025576	augPB-6445.t4	0	0	0	0	8	ENSG00000164078.13	MST1R
chr2	107456604	107456705	augPB-6474.t5	1	0	0	0	129	ENSG00000088538.13	DOCK3
chr2	107461892	107462015	augPB-6474.t6	1	0	0	0	33	ENSG00000088538.13	DOCK3
chr2	108663711	108663837	augPB-6512.t5	0	0	0	0	1	ENSG00000010327.10	STAB1
chr2	108682766	108682910	augPB-6512.t2	0	0	0	0	4	ENSG00000010327.10	STAB1
chr2	108963100	108963165	augPB-6520.t5	0	0	0	0	8	ENSG00000055957.11	ITIH1
chr2	110235107	110235235	augPB-6535.t2	0	0	0	0	1	ENSG00000288029.1	AC115282.2
chr2	110249674	110249770	augPB-6535.t2	0	0	0	0	1	ENSG00000288029.1	AC115282.2
chr2	111251169	111251280	augPB-6538.t1	2	0	0	0	17	ENSG00000157445.15	CACNA2D3
chr2	111251498	111251586	augPB-6538.t1	2	0	0	0	17	ENSG00000157445.15	CACNA2D3
chr2	112740013	112740135	augPB-6542.t4	0	0	0	13	261	ENSG00000180376.17	CCDC66
chr2	114245784	114245882	augPB-6554.t3	0	0	0	0	3	ENSG00000136068.14	FLNB
chr2	115421455	115421556	augPB-6568.t1	0	0	0	0	1	ENSG00000243295.2	AC126121.3
chr2	126330149	126330284	augPB-6610.t1	0	0	0	0	2	ENSG00000242120.4	MDFIC2
chr2	126361287	126361326	augPB-6610.t1	0	0	0	0	5	ENSG00000242120.4	MDFIC2
chr2	135985205	135985264	augPB-6640.t5	0	0	0	0	2	ENSG00000150995.19	ITPR1
chr2	140009875	140010093	augPB-6652.t1	0	0	0	0	4	ENSG00000125046.15	SSUH2
chr2	140275915	140275990	augPB-6656.t2	0	0	0	0	24	ENSG00000070950.10	RAD18
chr2	140851861	140851954	augPB-6660.t1	0	0	0	0	30	ENSG00000156959.9	LHFPL4
chr2	141192614	141192670	augPB-6671.t3	0	0	0	0	34	ENSG00000156990.14	RPUSD3
chr2	141544313	141544387	augPB-6683.t1	0	0	0	0	39	ENSG00000134086.7	VHL
chr2	143912825	143912969	augPB-6702.t2	0	0	0	0	1	ENSG00000225526.4	MKRN2OS
chr2	146170119	146172739	augPB-6732.t3	0	0	0	0	1	ENSG00000154783.12	FGD5
chr2	146218309	146218402	augPB-6732.t4	0	0	0	0	1	ENSG00000154783.12	FGD5
chr2	146247740	146247818	augPB-6732.t3	0	0	0	0	1	ENSG00000154783.12	FGD5
chr2	146268514	146268633	augPB-6732.t3	0	0	0	0	1	ENSG00000154783.12	FGD5
chr2	147179412	147179598	augPB-6745.t1	0	0	0	0	2	ENSG00000248916.1	NUP210P3
chr2	147488975	147489123	augPB-6755.t3	1	0	0	0	9	ENSG00000114654.7	EFCC1
chr2	147643162	147643323	augPB-6758.t1	0	0	0	0	31	ENSG00000250796.1	AC112484.2
chr2	148042626	148042716	augPB-6765.t1	0	0	0	0	40	ENSG00000242049.1	DNAJB8-AS1
chr2	148928754	148928974	augPB-6776.t1	0	0	0	0	18	ENSG00000163870.16	TPRA1
chr2	148970035	148970124	augPB-6777.t1	0	0	0	0	6	ENSG00000239921.6	LINC01471
chr2	148971748	148971853	augPB-6777.t1	0	0	0	0	3	ENSG00000239921.6	LINC01471
chr2	151143360	151143543	augPB-6800.t6	0	0	0	0	1	ENSG00000221955.10	SLC12A8
chr2	151629874	151630125	augPB-6804.t1	0	0	0	1	51	ENSG00000160145.15	KALRN
chr2	151668730	151668832	augPB-6804.t4	0	0	0	4	34	ENSG00000160145.15	KALRN
chr2	152346229	152346267	augPB-6808.t2	0	0	1	2	23	ENSG00000175455.15	CCDC14
chr2	153414250	153414397	augPB-6814.t1	0	0	0	1	18	ENSG00000082684.16	SEMA5B
chr2	155915359	155915482	augPB-6845.t1	0	0	0	0	61	ENSG00000163428.4	LRRC58
chr2	156877175	156877676	augPB-6858.t2	0	0	0	0	2	ENSG00000031081.11	ARHGAP31
chr2	162306829	162306988	augPB-6877.t3	0	0	0	0	21	ENSG00000184307.15	ZDHHC23
chr2	165242815	165242887	augPB-6908.t1	0	0	0	0	18	ENSG00000242242.6	NECTIN3-AS1
chr2	167143112	167143202	augPB-6913.t1	0	0	0	0	210	ENSG00000114487.10	MORC1
chr2	167523944	167524028	augPB-6917.t3	1	2	3	0	21	ENSG00000198919.13	DZIP3
chr2	167860764	167861112	augPB-6921.t2	0	0	0	0	1	ENSG00000114455.13	HHLA2
chr2	169058403	169058583	augPB-6927.t1	0	0	0	0	3	ENSG00000242759.8	LINC00882
chr2	169165737	169165858	augPB-6927.t2	0	0	0	0	3	ENSG00000242759.8	LINC00882
chr2	173845950	173846100	augPB-6934.t1	0	0	0	0	8	ENSG00000170044.8	ZPLD1
chr2	173944243	173944317	augPB-6934.t1	0	0	0	0	2	ENSG00000170044.8	ZPLD1
chr2	174623033	174623132	augPB-6945.t2	0	0	0	0	50	ENSG00000138468.16	SENP7
chr2	177907159	177907278	augPB-6967.t1	0	0	0	0	3	ENSG00000183185.9	GABRR3
chr2	178155604	178155666	augPB-6970.t1	0	0	0	0	35	ENSG00000113966.10	ARL6
chr2	182691185	182691345	augPB-6979.t1	0	0	1	0	8	ENSG00000044524.11	EPHA3
chr2	194702646	194702698	augPB-7006.t1	0	0	0	0	5	ENSG00000185008.17	ROBO2
chr20	299984	300008	augPB-15698.t1	0	0	0	0	53	ENSG00000076344.16	RGS11
chr20	404241	404313	augPB-15704.t3	0	0	0	0	86	ENSG00000129925.11	PGAP6
chr20	412145	412211	augCGP-17523.t1	0	0	0	0	211	ENSG00000129925.11	PGAP6
chr20	754568	754657	augCGP-17550.t1	0	0	0	1	4	ENSG00000162004.17	CCDC78
chr20	1274024	1274188	augPB-15744.t1	0	0	0	2	4	ENSG00000260991.2	AC120498.5
chr20	1276370	1276636	augPB-15744.t1	0	0	0	0	4	ENSG00000260991.2	AC120498.5
chr20	1276858	1277039	augPB-15744.t1	0	0	0	0	4	ENSG00000260991.2	AC120498.5
chr20	1437735	1437879	augPB-15753.t2	0	0	0	0	53	ENSG00000197599.12	CCDC154
chr20	1977677	1977789	augPB-15772.t1	0	0	0	0	1	ENSG00000140986.8	RPL3L
chr20	2074405	2074579	augPB-15782.t2	0	0	0	0	14	ENSG00000065057.9	NTHL1
chr20	2267611	2267717	augPB-15790.t1	2	3	1	0	60	ENSG00000167967.16	E4F1
chr20	2271270	2271383	augPB-15791.t1	0	0	0	0	4	ENSG00000167968.13	DNASE1L2
chr20	2271554	2271752	augPB-15791.t3	0	0	0	0	1	ENSG00000167968.13	DNASE1L2
chr20	2451334	2451486	augPB-15796.t1	0	0	0	0	42	ENSG00000238098.9	ABCA17P
chr20	2494570	2494730	augPB-15798.t2	0	0	0	0	2	ENSG00000162062.15	TEDC2
chr20	2831376	2831403	augPB-15810.t1	0	0	0	0	3	ENSG00000215148.8	PRSS41
chr20	2865233	2865344	augPB-15814.t2	4	4	1	2	18	ENSG00000167978.17	SRRM2
chr20	3095365	3095590	augPB-15827.t1	0	0	0	0	1	ENSG00000162069.16	BICDL2
chr20	3161134	3161257	augPB-15830.t1	0	0	0	0	4	ENSG00000263072.8	ZNF213-AS1
chr20	3167249	3167397	augPB-15831.t2	0	0	0	0	14	ENSG00000122386.10	ZNF205
chr20	3338469	3338504	augPB-15840.t3	0	0	0	0	72	ENSG00000006194.10	ZNF263
chr20	3376531	3376630	augPB-15842.t6	0	0	0	0	27	ENSG00000162086.15	ZNF75A
chr20	4235541	4235671	augPB-15855.t3	0	0	0	0	3	ENSG00000263105.1	AC009171.2
chr20	5804544	5804592	augPB-15888.t1	0	0	0	0	1	ENSG00000078328.21	RBFOX1
chr20	8556888	8556988	augPB-15895.t1	0	0	0	0	1	ENSG00000232258.6	TMEM114
chr20	8606587	8606680	augPB-15895.t1	0	0	0	0	1	ENSG00000232258.6	TMEM114
chr20	10185196	10185283	augPB-15911.t2	0	0	0	0	1	ENSG00000261647.1	IMPDH1P11
chr20	12245047	12245154	augPB-15934.t3	0	0	0	0	5	ENSG00000048471.14	SNX29
chr20	12396666	12396720	augPB-15934.t4	0	0	0	0	1	ENSG00000048471.14	SNX29
chr20	19705852	19706018	augCGP-17824.t1	0	0	0	0	19	ENSG00000158486.13	DNAH3
chr20	19708434	19709101	augCGP-17824.t1	0	0	0	0	18	ENSG00000158486.13	DNAH3
chr20	19819257	19819381	augPB-15990.t1	0	0	3	0	13	ENSG00000158486.13	DNAH3
chr20	22045156	22045319	augCGP-17846.t1	0	3	1	1	18	ENSG00000134398.15	AC008870.1
chr20	23266258	23266399	augPB-16031.t5	0	0	0	0	1	ENSG00000158865.12	SLC5A11
chr20	27266726	27267090	augPB-16074.t2	0	0	0	0	2	ENSG00000149922.10	TBX6
chr20	27269667	27269842	augCGP-17903.t1	0	0	0	0	3	ENSG00000149922.10	TBX6
chr20	27879125	27879255	augPB-16105.t2	0	0	0	0	8	ENSG00000005844.18	ITGAL
chr20	28579252	28579350	augPB-16137.t2	0	0	0	0	1	ENSG00000178226.11	PRSS36
chr20	28579454	28579583	augPB-16137.t2	0	0	0	0	1	ENSG00000178226.11	PRSS36
chr20	29451912	29451947	augPB-16156.t1	0	0	0	0	42	ENSG00000284209.2	FP325313.1
chr20	29454305	29454365	augPB-16156.t1	0	0	0	0	42	ENSG00000284209.2	FP325313.1
chr20	33625789	33625863	augPB-16174.t1	0	0	0	0	238	ENSG00000261239.6	ANKRD26P1
chr20	33655706	33655793	augPB-16175.t1	0	0	0	0	1	ENSG00000171241.9	SHCBP1
chr20	35147858	35148008	augPB-16185.t2	0	0	0	0	31	ENSG00000140798.16	ABCC12
chr20	37032907	37033070	augPB-16197.t1	0	0	0	0	3	ENSG00000283365.1	AC007603.3
chr20	38141180	38141277	augPB-16210.t1	0	0	0	0	1	ENSG00000260605.1	AC027688.1
chr20	38377267	38377426	augPB-16213.t1	0	0	0	0	2	ENSG00000285367.1	AC087564.1
chr20	40607805	40608014	augCGP-18061.t1	0	0	0	0	330	ENSG00000103479.16	RBL2
chr20	40607808	40608014	augPB-16223.t2	0	0	0	1	125	ENSG00000103479.16	RBL2
chr20	40742973	40743066	augPB-16225.t2	0	0	0	0	27	ENSG00000103494.14	RPGRIP1L
chr20	40764659	40764832	augCGP-18063.t1	0	0	0	0	137	ENSG00000103494.14	RPGRIP1L
chr20	42452655	42453172	augPB-16233.t2	0	0	0	0	1	ENSG00000159387.7	IRX6
chr20	42453495	42453574	augPB-16233.t1	0	0	0	0	1	ENSG00000159387.7	IRX6
chr20	43013544	43013652	augPB-16241.t1	0	0	0	0	12	ENSG00000198848.12	CES1
chr20	43293690	43293928	augPB-16242.t1	0	0	0	0	7	ENSG00000246379.8	AC040168.1
chr20	43390908	43390949	augPB-16243.t2	0	0	0	0	1	ENSG00000246379.8	AC040168.1
chr20	43848577	43848719	augPB-16250.t1	0	0	0	0	1	ENSG00000205360.6	MT1CP
chr20	44421323	44421477	augPB-16257.t1	0	0	0	0	12	ENSG00000172775.17	PSME3IP1
chr20	44889337	44889466	augPB-16270.t5	0	0	0	0	191	ENSG00000205336.12	ADGRG1
chr20	51719988	51720106	augPB-16299.t1	0	0	0	0	2	ENSG00000259846.1	AC092131.1
chr20	54393192	54393396	augPB-16334.t1	0	0	0	0	385	ENSG00000125122.15	LRRC29
chr20	55163758	55163924	augPB-16366.t1	0	0	0	0	12	ENSG00000124067.17	SLC12A4
chr20	55927833	55927994	augPB-16382.t1	0	0	0	0	13	ENSG00000062038.14	CDH3
